Time,Temp,Wet Bulb Temp.,Rel. Hum.,Baro.,Altitude,Station P.,Wind Speed,Heat Index,Dew Point,Dens. Alt.,Crosswind,Headwind,Mag. Dir.,True Dir.,Wind Chill
2019-05-23 20:59:35,29.8,24.8,66.7,998.5,120,998.6,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 20:59:40,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 20:59:45,29.8,24.8,66.7,998.7,120,998.7,0,34.7,23,779,***,***,***,***,29.8
2019-05-23 20:59:50,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 20:59:55,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:00,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:05,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:10,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:15,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:20,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:25,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:30,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:35,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:40,29.9,24.8,66.7,998.7,120,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:45,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:50,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:00:55,29.9,24.8,66.7,998.7,119,998.8,0,34.7,23,779,***,***,***,***,29.8
2019-05-23 21:01:00,29.9,24.8,66.7,998.7,119,998.8,0,34.7,23,779,***,***,***,***,29.8
2019-05-23 21:01:05,29.9,24.8,66.7,998.7,119,998.8,0,34.7,23,779,***,***,***,***,29.8
2019-05-23 21:01:10,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:15,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:20,29.9,24.8,66.7,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:25,29.9,24.8,66.7,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:30,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:35,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:40,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:45,29.9,24.8,66.8,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:50,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:01:55,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:00,29.9,24.8,66.7,998.7,119,998.7,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:05,29.9,24.8,66.7,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:10,29.9,24.8,66.6,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:15,29.9,24.8,66.6,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:20,29.9,24.8,66.6,998.7,118,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:25,29.9,24.8,66.6,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:30,29.9,24.8,66.5,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:35,29.9,24.8,66.5,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:40,29.9,24.8,66.6,998.7,119,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:02:45,29.9,24.8,66.6,998.7,119,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:50,29.9,24.8,66.7,998.7,118,998.8,0,34.7,23,780,***,***,***,***,29.8
2019-05-23 21:02:55,29.9,24.8,66.7,998.7,119,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:03:00,29.9,24.8,66.7,998.7,119,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:03:05,29.9,24.8,66.7,998.7,118,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:03:10,29.9,24.8,66.6,998.7,119,998.7,0,34.7,23,781,***,***,***,***,29.8
2019-05-23 21:03:15,29.9,24.8,66.5,998.7,119,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:03:20,29.9,24.8,66.4,998.7,119,998.8,0,34.9,23,779,***,***,***,***,29.9
2019-05-23 21:03:25,29.9,24.7,66.3,998.7,119,998.8,0,34.9,22.9,779,***,***,***,***,29.9
2019-05-23 21:03:30,29.9,24.7,66.3,998.7,119,998.8,0,34.9,22.9,779,***,***,***,***,29.9
2019-05-23 21:03:35,29.9,24.7,66.3,998.7,118,998.8,0,34.9,22.9,779,***,***,***,***,29.9
2019-05-23 21:03:40,29.9,24.8,66.3,998.7,118,998.8,0,34.9,22.9,779,***,***,***,***,29.9
2019-05-23 21:03:45,29.9,24.8,66.4,998.7,118,998.8,0,34.9,22.9,779,***,***,***,***,29.9
2019-05-23 21:03:50,29.9,24.8,66.4,998.7,118,998.8,0,34.9,23,779,***,***,***,***,29.9
2019-05-23 21:03:55,29.9,24.8,66.5,998.9,118,998.9,0,34.9,23,778,***,***,***,***,29.9
2019-05-23 21:04:00,29.9,24.8,66.6,998.7,118,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:04:05,29.9,24.8,66.6,998.7,119,998.8,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:04:10,29.9,24.8,66.7,998.7,118,998.8,0,34.9,23,781,***,***,***,***,29.9
2019-05-23 21:04:15,29.9,24.8,66.7,998.7,118,998.9,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:04:20,29.9,24.9,66.7,998.7,118,998.8,0,34.9,23,781,***,***,***,***,29.9
2019-05-23 21:04:25,29.9,24.8,66.7,998.7,118,998.8,0,34.9,23,781,***,***,***,***,29.9
2019-05-23 21:04:30,29.9,24.9,66.7,998.7,118,998.8,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:04:35,29.9,24.9,66.7,998.7,119,998.8,0,34.9,23,781,***,***,***,***,29.9
2019-05-23 21:04:40,29.9,24.9,66.7,998.7,118,998.8,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:04:45,29.9,24.9,66.7,998.7,118,998.8,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:04:50,29.9,24.9,66.7,998.9,118,998.9,0,34.9,23.1,780,***,***,***,***,29.9
2019-05-23 21:04:55,29.9,24.9,66.7,998.7,118,998.8,0,34.9,23.1,782,***,***,***,***,29.9
2019-05-23 21:05:00,29.9,24.9,66.7,998.7,118,998.8,0,34.9,23.1,782,***,***,***,***,29.9
2019-05-23 21:05:05,29.9,24.9,66.8,998.7,118,998.8,0,34.9,23.1,782,***,***,***,***,29.9
2019-05-23 21:05:10,29.9,24.9,66.8,998.7,118,998.8,0,34.9,23.1,782,***,***,***,***,29.9
2019-05-23 21:05:15,29.9,24.9,66.8,998.9,118,998.9,0,34.9,23.1,780,***,***,***,***,29.9
2019-05-23 21:05:20,29.9,24.9,66.8,998.9,118,998.9,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:05:25,29.9,24.9,66.8,998.7,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:05:30,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:05:35,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:05:40,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:05:45,29.9,24.9,66.8,999,117,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:05:50,29.9,24.9,66.8,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:05:55,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:06:00,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:06:05,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:06:10,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:06:15,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:06:20,29.9,24.9,66.8,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:06:25,29.9,24.9,66.8,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:06:30,29.9,24.9,66.8,999,117,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:06:35,29.9,24.9,66.8,998.9,118,998.9,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:06:40,29.9,24.9,66.9,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:06:45,29.9,24.9,66.9,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:06:50,29.9,24.9,66.9,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:06:55,30,24.9,66.9,999,118,999,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:00,29.9,24.9,66.9,999,118,999,0,35,23.1,780,***,***,***,***,29.9
2019-05-23 21:07:05,30,24.9,66.9,999,118,999,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:10,30,24.9,66.8,999,118,999,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:15,30,24.9,66.8,999,118,999,0,35,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:20,30,24.9,66.8,999,118,999,0,34.9,23.1,780,***,***,***,***,29.9
2019-05-23 21:07:25,30,24.9,66.7,999,118,999,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:30,30,24.9,66.7,999,117,999,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:35,30,24.9,66.7,999,117,999,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:40,30,24.9,66.7,999,117,999.1,0,34.9,23.1,780,***,***,***,***,29.9
2019-05-23 21:07:45,30,24.9,66.6,999,116,999.1,0,34.9,23.1,780,***,***,***,***,29.9
2019-05-23 21:07:50,30,24.9,66.6,999,117,999,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:07:55,30,24.9,66.5,999,118,999,0,34.9,23,781,***,***,***,***,29.9
2019-05-23 21:08:00,30,24.9,66.5,999,118,999,0,34.9,23.1,781,***,***,***,***,29.9
2019-05-23 21:08:05,30,24.9,66.5,999,117,999,0,34.9,23,781,***,***,***,***,29.9
2019-05-23 21:08:10,30,24.8,66.4,999,117,999,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:08:15,30,24.8,66.3,999,116,999.1,0,34.9,23,779,***,***,***,***,29.9
2019-05-23 21:08:20,30,24.8,66.2,999,117,999,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:08:25,30,24.8,66.2,999,117,999.1,0,34.8,23,779,***,***,***,***,29.9
2019-05-23 21:08:30,30,24.8,66.1,999,117,999.1,0,34.8,22.9,779,***,***,***,***,29.9
2019-05-23 21:08:35,30,24.8,66,999,117,999,0,34.8,22.9,780,***,***,***,***,29.9
2019-05-23 21:08:40,30,24.8,66,999,117,999,0,34.8,22.9,780,***,***,***,***,29.9
2019-05-23 21:08:45,30,24.8,66,999,117,999.1,0,34.8,22.9,779,***,***,***,***,29.9
2019-05-23 21:08:50,30,24.8,66,999,117,999,0,34.8,22.9,780,***,***,***,***,29.9
2019-05-23 21:08:55,30,24.8,66,999,117,999.1,0,34.8,22.9,779,***,***,***,***,29.9
2019-05-23 21:09:00,30,24.8,66.1,999,117,999.1,0,34.8,22.9,779,***,***,***,***,29.9
2019-05-23 21:09:05,30,24.8,66.1,999,117,999.1,0,34.8,23,780,***,***,***,***,29.9
2019-05-23 21:09:10,30,24.8,66.2,999,116,999.1,0,34.8,23,779,***,***,***,***,29.9
2019-05-23 21:09:15,30,24.8,66.2,999,117,999.1,0,35,23,780,***,***,***,***,30
2019-05-23 21:09:20,30,24.8,66.3,999,117,999.1,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:09:25,30,24.8,66.3,999,116,999.1,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:09:30,30,24.9,66.4,999,116,999.1,0,35.1,23,780,***,***,***,***,30
2019-05-23 21:09:35,30,24.9,66.4,999.2,116,999.1,0,34.9,23,780,***,***,***,***,29.9
2019-05-23 21:09:40,30,24.9,66.4,999,117,999.1,0,35.1,23.1,780,***,***,***,***,30
2019-05-23 21:09:45,30,24.9,66.5,999,116,999.1,0,35.1,23.1,780,***,***,***,***,30
2019-05-23 21:09:50,30,24.9,66.5,999,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:09:55,30,24.9,66.5,999.2,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:10:00,30,24.9,66.6,999,117,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:10:05,30,24.9,66.6,999.2,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:10:10,30,24.9,66.7,999,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:10:15,30,24.9,66.7,999,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:10:20,30,25,66.7,999,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:10:25,30,25,66.8,999.2,116,999.2,0,35.1,23.2,781,***,***,***,***,30
2019-05-23 21:10:30,30,25,66.8,999,117,999.1,0,35.2,23.2,782,***,***,***,***,30
2019-05-23 21:10:35,30,25,66.8,999,116,999.1,0,35.2,23.2,782,***,***,***,***,30
2019-05-23 21:10:40,30,25,66.9,999,116,999.1,0,35.2,23.2,782,***,***,***,***,30
2019-05-23 21:10:45,30,25,66.8,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:10:50,30,25,66.8,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:10:55,30,25,66.7,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:11:00,30,25,66.7,999,117,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:11:05,30,25,66.8,999,117,999.1,0,35.1,23.2,783,***,***,***,***,30
2019-05-23 21:11:10,30,25,66.9,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:15,30,25,67,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:20,30,25,67,999.2,116,999.2,0,35.2,23.2,781,***,***,***,***,30
2019-05-23 21:11:25,30,25,67,999,117,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:30,30,25,67,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:35,30,25,67,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:40,30,25,67,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:45,30,25,67,999,117,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:50,30,25,67,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:11:55,30,25,66.9,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:12:00,30,25,66.9,999.2,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:12:05,30,25,66.8,999,116,999.1,0,35.2,23.2,783,***,***,***,***,30
2019-05-23 21:12:10,30,25,66.7,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:15,30,24.9,66.6,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:20,30,24.9,66.5,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:25,30,24.9,66.5,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:12:30,30.1,24.9,66.6,999.2,116,999.2,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:12:35,30.1,25,66.6,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:40,30.1,25,66.6,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:45,30.1,24.9,66.6,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:50,30.1,24.9,66.5,999,116,999.1,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:12:55,30.1,24.9,66.5,999,116,999.1,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:13:00,30.1,24.9,66.5,999.2,115,999.2,0,35.1,23.1,780,***,***,***,***,30
2019-05-23 21:13:05,30.1,24.9,66.5,999.2,115,999.2,0,35.1,23.1,780,***,***,***,***,30
2019-05-23 21:13:10,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,780,***,***,***,***,30
2019-05-23 21:13:15,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:13:20,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:13:25,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:13:30,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:13:35,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:13:40,30.1,25,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:13:45,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:13:50,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:13:55,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:14:00,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:14:05,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:14:10,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:14:15,30.1,24.9,66.5,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:14:20,30.1,25,66.5,999.2,116,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:14:25,30.1,25,66.5,999.2,115,999.3,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:14:30,30.1,25,66.5,999.2,115,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:14:35,30.1,24.9,66.5,999.2,115,999.3,0,35.1,23.1,780,***,***,***,***,30
2019-05-23 21:14:40,30.1,24.9,66.5,999.2,115,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:14:45,30.1,24.9,66.4,999.2,115,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:14:50,30.1,24.9,66.4,999.2,115,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:14:55,30.1,24.9,66.4,999.2,116,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:15:00,30.1,24.9,66.5,999.2,115,999.2,0,35.1,23.1,781,***,***,***,***,30
2019-05-23 21:15:05,30.1,25,66.5,999.2,115,999.3,0,35.1,23.1,782,***,***,***,***,30
2019-05-23 21:15:10,30.1,25,66.5,999.2,115,999.2,0,35.1,23.1,783,***,***,***,***,30
2019-05-23 21:15:15,30.1,25,66.6,999.2,115,999.3,0,35.1,23.2,783,***,***,***,***,30
2019-05-23 21:15:20,30.1,25,66.6,999.2,115,999.2,0,35.1,23.2,783,***,***,***,***,30
2019-05-23 21:15:25,30.1,25,66.6,999.2,115,999.2,0,35.1,23.2,784,***,***,***,***,30
2019-05-23 21:15:30,30.1,25,66.6,999.2,115,999.3,0,35.1,23.2,783,***,***,***,***,30
2019-05-23 21:15:35,30.1,25,66.6,999.2,116,999.2,0,35.1,23.2,784,***,***,***,***,30
2019-05-23 21:15:40,30.1,25,66.6,999.2,115,999.2,0,35.1,23.2,784,***,***,***,***,30
2019-05-23 21:15:45,30.1,25,66.6,999.2,115,999.2,0,35.1,23.2,784,***,***,***,***,30
2019-05-23 21:15:50,30.1,25,66.6,999.2,115,999.2,0,35.1,23.2,784,***,***,***,***,30
2019-05-23 21:15:55,30.1,25,66.6,999.2,115,999.3,0,35.1,23.2,783,***,***,***,***,30
2019-05-23 21:16:00,30.1,25,66.6,999.2,115,999.2,0,35.1,23.2,784,***,***,***,***,30
2019-05-23 21:16:05,30.1,25,66.7,999.2,115,999.2,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:16:10,30.1,25,66.7,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:16:15,30.1,25,66.8,999.2,115,999.2,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:16:20,30.1,25,66.8,999.2,115,999.2,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:16:25,30.1,25.1,66.8,999.2,115,999.2,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:16:30,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:16:35,30.1,25,66.8,999.2,114,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:16:40,30.1,25,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:16:45,30.1,25,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:16:50,30.1,25,66.8,999.2,115,999.2,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:16:55,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:17:00,30.1,25,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:05,30.1,25,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:10,30.1,25,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:15,30.1,25,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:20,30.1,25,66.7,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:25,30.1,25,66.7,999.2,115,999.2,0,35.4,23.2,785,***,***,***,***,30.1
2019-05-23 21:17:30,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:17:35,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:40,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:17:45,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,783,***,***,***,***,30.1
2019-05-23 21:17:50,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.2,784,***,***,***,***,30.1
2019-05-23 21:17:55,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:00,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:05,30.1,25.1,66.8,999.2,115,999.2,0,35.4,23.3,785,***,***,***,***,30.1
2019-05-23 21:18:10,30.1,25.1,66.8,999.2,115,999.3,0,35.4,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:15,30.1,25.1,66.9,999.2,115,999.3,0,35.4,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:20,30.1,25.1,66.9,999.2,115,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:25,30.1,25.1,66.9,999.2,115,999.2,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:18:30,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:35,30.1,25.1,67,999.2,114,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:40,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:18:45,30.1,25.1,67,999.2,114,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:50,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:18:55,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:19:00,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:19:05,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:10,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:19:15,30.1,25.1,67,999.2,114,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:20,30.1,25.1,67,999.2,114,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:25,30.1,25.1,67,999.2,114,999.3,0,35.5,23.3,784,***,***,***,***,30.1
2019-05-23 21:19:30,30.1,25.1,67,999.2,115,999.3,0,35.5,23.4,785,***,***,***,***,30.1
2019-05-23 21:19:35,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:40,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:45,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:50,30.1,25.1,66.9,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:19:55,30.1,25.1,66.9,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:20:00,30.1,25.1,66.9,999.2,115,999.2,0,35.5,23.3,786,***,***,***,***,30.1
2019-05-23 21:20:05,30.1,25.1,67,999.2,115,999.3,0,35.5,23.3,785,***,***,***,***,30.1
2019-05-23 21:20:10,30.1,25.2,67,999.2,115,999.3,0,35.5,23.4,785,***,***,***,***,30.1
2019-05-23 21:20:15,30.1,25.2,67,999.2,114,999.4,0,35.5,23.4,784,***,***,***,***,30.1
